strategy,symbol,date,direction,score,result,rMult,entry,sl,tp,rr,w1_in_favor,w1_touching_ema,w1_candle_rejection,w1_pattern,d1_in_favor,d1_aoi,d1_touching_ema,d1_candle_rejection,d1_structure_rejection,d1_pattern,h4_in_favor,h4_ema_touch,h4_candle_rejection,h4_pattern
SAF_CHECKLIST,XAUUSD,2003-12-23,LONG,5,win,1.82,409.32400,406.56500,414.84200,2.00,0,0,0,0,1,0,0,1,1,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2003-12-23,SHORT,5,win,1.90,1.25854,1.26339,1.24884,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2003-12-23,SHORT,5,win,1.88,1.25590,1.26006,1.24758,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2003-12-23,LONG,5,win,1.81,409.16000,406.56500,414.35000,2.00,0,0,0,0,1,0,0,1,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2003-12-23,SHORT,5,win,1.92,107.35200,107.97900,106.09800,2.00,0,0,0,0,1,0,0,1,0,0,1,1,1,0
SAF_CHECKLIST,XAUUSD,2003-12-23,LONG,5,win,1.87,410.29800,406.56500,417.76400,2.00,0,0,0,0,1,0,0,1,1,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2003-12-23,SHORT,5,win,1.90,1.25853,1.26339,1.24881,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2003-12-24,SHORT,5,win,1.86,1.25646,1.25991,1.24956,2.00,0,0,1,0,1,0,0,0,0,0,1,1,0,1
SAF_CHECKLIST,USDCHF,2003-12-24,SHORT,5,timeout,0.06,1.24771,1.25991,1.22331,2.00,0,0,1,0,1,0,0,0,0,0,1,0,1,1
SAF_CHECKLIST,USDCHF,2003-12-25,SHORT,5,timeout,1.43,1.24612,1.25991,1.21854,2.00,0,0,1,0,1,0,0,0,0,0,1,0,1,1
SAF_CHECKLIST,USDJPY,2003-12-29,SHORT,5,loss,-1.08,106.89200,107.49800,105.68000,2.00,0,0,1,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2003-12-30,SHORT,5,loss,-1.09,106.91000,107.49800,105.73400,2.00,0,0,1,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,XAUUSD,2004-01-01,LONG,5,win,1.90,414.89000,409.64700,425.37600,2.00,0,0,0,0,1,0,0,1,0,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2004-01-01,SHORT,5,win,1.79,107.26500,107.49800,106.79900,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-01,SHORT,5,win,1.83,107.19500,107.49800,106.58900,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-01,SHORT,5,win,1.99,107.35500,107.49800,107.02000,2.34,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-02,SHORT,5,loss,-1.30,106.97100,107.13700,106.63900,2.00,0,0,1,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2004-01-07,SHORT,5,loss,-1.04,106.11500,107.29400,103.75700,2.00,0,0,1,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2004-01-09,SHORT,5,loss,-1.07,106.61900,107.29400,105.26900,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-09,SHORT,5,loss,-1.06,106.41400,107.29400,104.65400,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-09,SHORT,5,loss,-1.06,106.38500,107.29400,104.56700,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-01-14,SHORT,5,loss,-1.03,1.23000,1.24844,1.19312,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,USDCHF,2004-01-15,SHORT,5,loss,-1.05,1.23756,1.24844,1.21580,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-15,SHORT,5,timeout,-0.03,106.05600,108.19300,101.78200,2.00,0,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-15,SHORT,5,timeout,0.08,106.01300,108.19300,101.65300,2.00,0,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-01-15,SHORT,5,loss,-1.06,1.24025,1.24844,1.22387,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-15,SHORT,5,timeout,0.10,106.26000,108.19300,102.39400,2.00,0,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-16,SHORT,5,timeout,-0.05,105.87800,108.19300,101.24800,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-16,SHORT,5,timeout,0.52,106.68300,108.19300,103.66300,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-16,SHORT,5,timeout,0.77,106.79400,108.19300,103.99600,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-19,SHORT,7,timeout,1.55,107.19000,108.19300,105.18400,2.00,0,0,1,0,1,1,1,0,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-19,SHORT,7,timeout,1.72,107.25200,108.19300,105.37000,2.00,0,0,1,0,1,1,1,0,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-19,SHORT,8,timeout,1.72,107.24000,108.19300,105.33400,2.00,0,0,1,0,1,1,1,0,1,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2004-01-20,SHORT,6,win,1.94,107.42100,108.19300,105.87700,2.00,0,0,1,0,1,0,1,0,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-20,SHORT,7,win,1.94,107.29600,108.19300,105.50200,2.00,0,0,1,0,1,0,1,0,1,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2004-01-20,SHORT,6,timeout,1.34,107.10500,108.19300,104.92900,2.00,0,0,1,0,1,0,1,0,1,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-01-21,LONG,5,loss,-1.08,410.69800,404.41700,423.26000,2.00,0,0,0,0,1,0,1,0,0,0,1,1,0,1
SAF_CHECKLIST,XAUUSD,2004-01-22,LONG,5,loss,-1.17,409.61500,406.72100,415.40300,2.00,0,0,0,0,1,0,1,1,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-01-22,LONG,5,loss,-1.22,409.03700,406.72100,413.66900,2.00,0,0,0,0,1,0,1,1,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-01-23,LONG,5,loss,-1.11,411.89500,407.21600,421.25300,2.00,0,0,0,0,1,1,0,0,0,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2004-01-26,SHORT,5,timeout,0.20,106.08200,107.88000,102.48600,2.00,0,0,0,0,1,0,0,1,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-26,SHORT,6,timeout,0.66,106.06800,106.79800,104.60800,2.00,0,0,0,0,1,0,0,1,1,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2004-01-26,SHORT,5,win,1.89,106.34600,106.79800,105.44200,2.00,0,0,0,0,1,0,0,1,1,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-01-27,SHORT,5,timeout,0.12,105.54000,106.79800,103.02400,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2004-01-28,SHORT,5,timeout,0.19,105.71000,106.79800,103.53400,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,USDCHF,2004-01-28,SHORT,5,loss,-1.03,1.24338,1.25875,1.21264,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-01-28,LONG,5,loss,-1.03,1.26066,1.24391,1.29416,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-01-28,SHORT,5,loss,-1.04,1.24667,1.25875,1.22251,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-01-28,LONG,5,loss,-1.03,1.25847,1.24391,1.28759,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-01-28,SHORT,6,loss,-1.07,1.25205,1.25875,1.23865,2.00,0,0,0,0,1,1,1,0,1,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-01-28,LONG,5,loss,-1.07,1.25124,1.24391,1.26590,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-01-29,LONG,5,loss,-1.08,1.25047,1.24391,1.26359,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-01-29,SHORT,5,loss,-1.06,1.24966,1.25875,1.23148,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,EURUSD,2004-01-29,LONG,5,win,5.55,1.23710,1.23323,1.25909,5.68,0,0,0,0,1,1,1,0,1,0,1,0,0,0
SAF_CHECKLIST,USDJPY,2004-01-29,SHORT,5,loss,-1.09,105.98500,106.55300,104.84900,2.00,0,0,0,0,1,0,0,0,0,0,1,1,1,1
SAF_CHECKLIST,EURUSD,2004-01-29,LONG,5,win,1.92,1.23982,1.23323,1.25300,2.00,0,0,0,0,1,1,1,0,1,0,1,0,0,0
SAF_CHECKLIST,USDJPY,2004-01-29,SHORT,5,loss,-1.07,105.87800,106.55300,104.52800,2.00,0,0,0,0,1,0,0,0,0,0,1,1,1,1
SAF_CHECKLIST,GBPUSD,2004-01-29,LONG,5,win,1.96,1.81420,1.80175,1.83910,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,USDCHF,2004-01-30,SHORT,5,win,1.96,1.26041,1.27220,1.23683,2.00,0,0,0,0,1,0,1,1,0,0,1,0,1,0
SAF_CHECKLIST,EURUSD,2004-01-30,LONG,5,win,1.96,1.24627,1.23323,1.27235,2.00,0,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-01-30,SHORT,5,win,1.96,1.25795,1.27220,1.22945,2.00,0,0,0,0,1,0,1,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-02-02,SHORT,5,win,1.92,1.25948,1.26592,1.24660,2.00,0,0,0,0,1,0,1,1,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-02,LONG,5,win,1.95,1.24469,1.23491,1.26425,2.00,0,0,0,0,1,0,1,1,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-02,LONG,5,win,1.94,1.24391,1.23491,1.26191,2.00,0,0,0,0,1,0,1,1,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-02-02,SHORT,5,win,2.00,1.26066,1.26592,1.24966,2.09,0,0,0,0,1,0,1,1,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-02,LONG,5,win,1.92,1.24105,1.23491,1.25333,2.00,0,0,0,0,1,0,1,1,0,0,1,1,0,0
SAF_CHECKLIST,GBPUSD,2004-02-05,LONG,5,win,1.89,1.83275,1.82810,1.84205,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,EURUSD,2004-02-05,LONG,5,win,1.94,1.25777,1.24919,1.27493,2.00,0,0,0,0,1,0,0,0,1,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-05,LONG,5,win,1.95,1.25994,1.24919,1.28144,2.00,0,0,0,0,1,0,0,0,1,1,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-02-05,SHORT,5,win,1.88,1.25062,1.25486,1.24214,2.00,0,0,0,0,1,0,1,0,1,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-05,LONG,5,win,1.89,1.25391,1.24919,1.26335,2.00,0,0,0,0,1,0,0,0,1,1,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-02-06,SHORT,5,win,5.40,106.61200,106.79800,105.55700,5.67,0,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-02-06,SHORT,5,win,1.96,1.25331,1.26580,1.22833,2.00,0,0,0,0,1,0,1,0,1,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-06,LONG,5,win,2.97,1.25177,1.24919,1.25994,3.17,0,0,0,0,1,0,0,0,1,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-09,LONG,6,loss,-1.02,1.27278,1.25100,1.31634,2.00,0,0,1,0,1,0,0,1,0,1,1,0,0,1
SAF_CHECKLIST,EURUSD,2004-02-09,LONG,6,loss,-1.03,1.26769,1.25100,1.30107,2.00,0,0,1,0,1,0,0,1,0,1,1,0,0,1
SAF_CHECKLIST,USDCHF,2004-02-09,SHORT,5,loss,-1.03,1.23734,1.25469,1.20264,2.00,0,0,0,0,1,0,0,1,0,0,1,1,0,1
SAF_CHECKLIST,USDJPY,2004-02-09,SHORT,5,loss,-1.05,105.69400,106.77400,103.53400,2.00,0,0,0,0,1,0,0,1,0,0,1,1,1,0
SAF_CHECKLIST,EURUSD,2004-02-09,LONG,7,loss,-1.03,1.26832,1.25100,1.30296,2.00,0,0,1,0,1,0,0,1,0,1,1,0,1,1
SAF_CHECKLIST,USDCHF,2004-02-09,SHORT,5,loss,-1.03,1.23607,1.25469,1.19883,2.00,0,0,0,0,1,0,0,1,0,0,1,1,0,1
SAF_CHECKLIST,USDJPY,2004-02-09,SHORT,5,loss,-1.05,105.68800,106.77400,103.51600,2.00,0,0,0,0,1,0,0,1,0,0,1,1,1,0
SAF_CHECKLIST,EURUSD,2004-02-10,LONG,6,loss,-1.02,1.27655,1.25100,1.32765,2.00,0,0,1,0,1,0,0,0,1,1,1,0,0,1
SAF_CHECKLIST,EURUSD,2004-02-10,LONG,6,loss,-1.03,1.26883,1.25100,1.30449,2.00,0,0,1,0,1,0,0,0,1,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-10,LONG,6,loss,-1.03,1.27036,1.25100,1.30908,2.00,0,0,1,0,1,0,0,0,1,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-11,LONG,5,loss,-1.03,1.26656,1.25100,1.29768,2.00,0,0,1,0,1,0,0,0,0,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-11,LONG,5,loss,-1.03,1.26888,1.25100,1.30464,2.00,0,0,1,0,1,0,0,0,0,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-12,LONG,5,loss,-1.03,1.28168,1.26482,1.31540,2.00,0,0,1,0,1,0,0,0,0,1,1,0,1,0
SAF_CHECKLIST,EURUSD,2004-02-12,LONG,5,loss,-1.03,1.28216,1.26482,1.31684,2.00,0,0,1,0,1,0,0,0,0,1,1,0,1,0
SAF_CHECKLIST,EURUSD,2004-02-13,LONG,5,loss,-1.03,1.28137,1.26482,1.31447,2.00,0,0,1,0,1,0,0,0,0,1,1,0,1,0
SAF_CHECKLIST,EURUSD,2004-02-13,LONG,5,loss,-1.04,1.27801,1.26482,1.30439,2.00,0,0,1,0,1,0,0,0,0,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-13,LONG,5,win,1.94,1.27363,1.26482,1.29125,2.00,0,0,1,0,1,0,0,0,0,1,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-02-16,SHORT,5,loss,-1.31,105.42800,105.58800,105.10800,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,USDJPY,2004-02-16,SHORT,5,loss,-1.26,105.39800,105.58800,105.01800,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,EURUSD,2004-02-18,LONG,5,loss,-1.05,1.28232,1.27135,1.30426,2.00,0,0,0,0,1,1,0,0,0,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-18,LONG,5,loss,-1.11,1.26950,1.26482,1.28382,3.06,0,0,0,0,1,1,0,0,0,1,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-02-19,SHORT,5,loss,-1.04,1.24145,1.25469,1.21497,2.00,0,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-19,LONG,6,loss,-1.11,1.26927,1.26482,1.28655,3.88,0,0,0,0,1,1,0,1,0,1,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-02-19,LONG,5,loss,-1.15,409.20900,405.84900,415.92900,2.00,0,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-02-19,LONG,5,loss,-1.17,408.71900,405.84900,414.45900,2.00,0,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-19,LONG,6,loss,-1.03,1.26747,1.25100,1.30041,2.00,0,0,0,0,1,1,0,1,0,1,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-02-19,SHORT,6,loss,-1.04,1.24352,1.25469,1.22118,2.00,0,0,0,0,1,1,1,1,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-19,LONG,6,loss,-1.10,1.26997,1.26482,1.28655,3.22,0,0,0,0,1,1,0,1,0,1,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-02-19,SHORT,5,loss,-1.04,1.24101,1.25469,1.21365,2.00,0,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-02-19,LONG,5,loss,-1.17,408.77600,405.84900,414.63000,2.00,0,0,0,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-20,LONG,6,loss,-1.04,1.26438,1.25100,1.29114,2.00,0,0,0,0,1,1,0,0,0,1,1,1,1,0
SAF_CHECKLIST,EURUSD,2004-02-20,LONG,5,loss,-1.10,1.25583,1.25100,1.27525,4.02,0,0,0,0,1,1,1,0,0,1,1,0,0,0
SAF_CHECKLIST,EURUSD,2004-02-20,LONG,5,loss,-1.04,1.25130,1.23882,1.27626,2.00,0,0,0,0,1,1,1,0,0,1,1,0,0,0
SAF_CHECKLIST,EURUSD,2004-02-23,LONG,6,win,1.91,1.25542,1.25100,1.26438,2.03,0,0,1,0,1,1,1,0,0,1,1,0,0,0
SAF_CHECKLIST,EURUSD,2004-02-23,LONG,7,win,1.89,1.25565,1.25100,1.26495,2.00,0,0,1,0,1,1,1,0,0,1,1,0,1,0
SAF_CHECKLIST,EURUSD,2004-02-23,LONG,6,win,2.12,1.25390,1.24919,1.26438,2.23,0,0,1,0,1,1,1,0,0,1,1,0,0,0
SAF_CHECKLIST,EURUSD,2004-02-24,LONG,7,loss,-1.03,1.25997,1.24494,1.29003,2.00,0,0,1,0,1,1,1,0,0,1,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-02-24,SHORT,5,loss,-1.03,1.24996,1.26648,1.21692,2.00,0,0,1,0,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-24,LONG,6,loss,-1.02,1.26693,1.24494,1.31091,2.00,0,0,1,0,1,1,0,0,0,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-24,LONG,6,loss,-1.02,1.26831,1.24494,1.31505,2.00,0,0,1,0,1,1,0,0,0,1,1,1,0,0
SAF_CHECKLIST,USDCHF,2004-02-25,SHORT,6,loss,-1.02,1.24508,1.26648,1.20228,2.00,0,0,1,0,1,1,1,0,0,0,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-25,LONG,6,loss,-1.03,1.26431,1.24494,1.30305,2.00,0,0,1,0,1,1,0,0,0,1,1,1,0,0
SAF_CHECKLIST,EURUSD,2004-02-25,LONG,6,loss,-1.05,1.25436,1.24494,1.27320,2.00,0,0,1,0,1,1,1,0,0,1,1,0,0,0
SAF_CHECKLIST,USDCHF,2004-02-25,SHORT,5,loss,-1.04,1.25507,1.26648,1.23225,2.00,0,0,1,0,1,1,1,0,0,0,1,0,0,0
SAF_CHECKLIST,EURUSD,2004-02-25,LONG,6,loss,-1.12,1.24925,1.24494,1.26807,4.37,0,0,1,0,1,1,1,0,0,1,1,0,0,0
SAF_W1_REJECTION_D1_AOI,EURUSD,2004-02-25,LONG,0,loss,-1.12,1.24925,1.24494,1.26807,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAF_W1_REJECTION_D1_AOI,USDCHF,2004-02-25,SHORT,0,loss,-1.07,1.25948,1.26648,1.24034,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAF_CHECKLIST,GBPUSD,2004-02-27,LONG,5,loss,-1.02,1.84892,1.82810,1.89056,2.00,0,0,0,0,1,1,0,1,1,0,1,0,0,0
SAF_CHECKLIST,GBPUSD,2004-02-27,LONG,5,loss,-1.05,1.85617,1.84550,1.87751,2.00,0,0,0,0,1,1,0,1,1,0,1,0,0,0
SAF_CHECKLIST,GBPUSD,2004-02-27,LONG,6,loss,-1.04,1.86611,1.85486,1.88861,2.00,0,0,0,0,1,1,0,1,1,0,1,1,0,0
SAF_CHECKLIST,GBPUSD,2004-03-09,LONG,7,loss,-1.02,1.84036,1.81726,1.88656,2.00,0,0,0,0,1,1,1,0,1,0,1,1,0,1
SAF_CHECKLIST,EURGBP,2004-03-22,SHORT,6,timeout,0.81,0.66867,0.67611,0.65379,2.00,0,0,1,1,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2004-03-22,SHORT,6,timeout,1.20,0.66985,0.67611,0.65733,2.00,0,0,1,1,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2004-03-22,SHORT,5,timeout,0.42,0.66754,0.67611,0.65040,2.00,0,0,1,1,1,0,0,1,0,0,1,0,0,0
SAF_CHECKLIST,EURGBP,2004-03-24,SHORT,5,timeout,0.89,0.66593,0.67611,0.64557,2.00,0,0,1,1,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2004-03-24,SHORT,5,timeout,0.48,0.66491,0.67611,0.64251,2.00,0,0,1,1,1,0,0,0,0,0,1,0,1,0
SAF_CHECKLIST,EURGBP,2004-03-25,SHORT,6,win,2.63,0.67304,0.67611,0.66448,2.79,0,0,1,1,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2004-03-25,SHORT,5,win,1.89,0.67166,0.67611,0.66276,2.00,0,0,1,1,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2004-03-25,SHORT,5,win,1.90,0.67087,0.67611,0.66039,2.00,0,0,1,1,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2004-03-26,SHORT,5,win,1.89,0.66892,0.67351,0.65974,2.00,0,0,1,1,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2004-03-26,SHORT,5,win,1.91,0.66790,0.67351,0.65668,2.00,0,0,1,1,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,EURGBP,2004-03-26,SHORT,5,win,1.91,0.66816,0.67351,0.65746,2.00,0,0,1,1,1,0,0,0,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-03-29,LONG,5,win,1.90,416.01900,413.77400,420.79000,2.13,0,0,0,0,1,1,0,0,0,0,1,1,0,1
SAF_CHECKLIST,USDCAD,2004-03-31,SHORT,5,timeout,-0.87,1.31058,1.34283,1.24608,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,USDCAD,2004-04-01,SHORT,5,loss,-1.10,1.31016,1.31532,1.29984,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDCAD,2004-04-01,SHORT,5,loss,-1.02,1.31428,1.34283,1.25718,2.00,0,0,0,0,1,1,0,0,1,0,1,1,0,0
SAF_CHECKLIST,USDCAD,2004-04-02,SHORT,5,loss,-1.04,1.30682,1.31895,1.28256,2.00,0,0,0,0,1,0,0,0,1,0,1,1,1,0
SAF_CHECKLIST,XAUUSD,2004-04-02,LONG,5,loss,-1.10,420.58800,415.62300,430.51800,2.00,0,0,0,0,1,1,0,0,0,0,1,1,1,0
SAF_CHECKLIST,XAUUSD,2004-04-05,LONG,5,loss,-1.19,419.60100,416.95500,424.89300,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-04-05,SHORT,5,loss,-1.03,104.70000,106.19900,101.70200,2.00,0,0,0,0,1,1,0,0,0,0,1,1,1,0
SAF_CHECKLIST,XAUUSD,2004-04-06,LONG,5,win,1.75,417.59900,415.62300,421.55100,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-04-06,SHORT,5,loss,-1.06,106.06700,106.93000,104.34100,2.00,0,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-04-06,SHORT,5,win,2.75,105.88900,106.19900,104.98700,2.91,0,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-04-06,LONG,5,loss,-1.10,417.60900,412.52600,427.77500,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,USDJPY,2004-04-06,SHORT,5,loss,-1.10,105.69000,106.19900,104.67200,2.00,0,0,0,0,1,1,0,1,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-04-06,LONG,5,loss,-1.10,417.50500,412.52600,427.46300,2.00,0,0,1,0,1,1,0,0,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-04-07,LONG,5,loss,-1.08,418.41100,412.52600,430.18100,2.00,0,0,1,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,XAUUSD,2004-04-07,LONG,5,loss,-1.05,422.18400,412.52600,441.50000,2.00,0,0,1,0,1,0,0,0,0,0,1,1,1,0
SAF_CHECKLIST,USDCAD,2004-04-08,SHORT,5,loss,-1.02,1.32173,1.34283,1.27953,2.00,0,0,0,0,1,0,1,0,0,0,1,1,0,1
SAF_CHECKLIST,GBPUSD,2004-04-08,LONG,5,loss,-1.02,1.83240,1.81048,1.87624,2.00,0,0,1,0,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,CHFJPY,2004-04-08,SHORT,5,loss,-1.09,82.60300,83.17000,81.46900,2.00,0,0,0,0,1,0,0,1,0,0,1,1,1,0
SAF_CHECKLIST,GBPUSD,2004-04-08,LONG,5,loss,-1.02,1.83191,1.81048,1.87477,2.00,0,0,1,0,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,GBPUSD,2004-04-08,LONG,6,loss,-1.02,1.83367,1.81048,1.88005,2.00,0,0,1,0,1,0,1,0,0,0,1,1,1,0
SAF_CHECKLIST,XAUUSD,2004-04-09,LONG,5,loss,-1.20,419.00200,416.48700,424.03200,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
SAF_CHECKLIST,GBPUSD,2004-04-09,LONG,5,loss,-1.02,1.83257,1.81048,1.87675,2.00,0,0,1,0,1,0,1,0,0,0,1,1,0,0
SAF_CHECKLIST,XAUUSD,2004-04-09,LONG,5,loss,-1.28,419.23100,417.46100,422.77100,2.00,0,0,1,0,1,0,0,1,0,0,1,1,0,0
