DateTime,Open,High,Low,Close,Volume
2017-09-17,1.20169,1.20295,1.1838,1.19378,2016
2017-09-24,1.19378,1.20342,1.18613,1.19267,2016
2017-10-01,1.19266,1.19365,1.17171,1.18079,2016
2017-10-08,1.18079,1.18079,1.16692,1.17424,2016
2017-10-15,1.17422,1.18797,1.17195,1.18145,2016
2017-10-22,1.18147,1.18579,1.17302,1.17546,2016
2017-10-29,1.17552,1.18367,1.15741,1.16056,2016
2017-11-05,1.16057,1.16904,1.15976,1.16147,2016
2017-11-12,1.16147,1.16778,1.15539,1.16609,2016
2017-11-19,1.16609,1.18604,1.16373,1.17344,2016
2017-11-26,1.17344,1.19443,1.17128,1.19274,2016
2017-12-03,1.19273,1.19611,1.1809,1.18565,2016
2017-12-10,1.18565,1.18785,1.17301,1.17675,2016
2017-12-17,1.17675,1.18625,1.17174,1.17432,2016
2017-12-24,1.17432,1.19017,1.1742,1.18505,2016
2017-12-31,1.18505,1.20254,1.18429,1.19985,2016
2018-01-07,1.19985,1.20889,1.19985,1.2037,2016
2018-01-14,1.20371,1.22184,1.19156,1.21919,2016
2018-01-21,1.2192,1.23231,1.2165,1.2256,2016
2018-01-28,1.22559,1.25373,1.22138,1.24312,2016
2018-02-04,1.24311,1.25229,1.2335,1.24462,2016
2018-02-11,1.24462,1.24748,1.22054,1.22522,2016
2018-02-18,1.22523,1.25553,1.2235,1.24117,2016
2018-02-25,1.24117,1.24349,1.22597,1.22883,2016
2018-03-04,1.22883,1.23641,1.21546,1.23176,2016
2018-03-11,1.23176,1.2446,1.22688,1.23084,2016
2018-03-18,1.23083,1.24125,1.22602,1.22807,2016
2018-03-25,1.22807,1.23884,1.22399,1.23541,2016
2018-04-01,1.23541,1.24765,1.22838,1.23125,2016
2018-04-08,1.23127,1.23449,1.22151,1.22709,2016
2018-04-15,1.22709,1.23964,1.22602,1.23316,2016
2018-04-22,1.23316,1.24136,1.22499,1.22737,2016
2018-04-29,1.22738,1.22894,1.20556,1.21226,2016
2018-05-06,1.21226,1.21386,1.19107,1.19545,2016
2018-05-13,1.19544,1.19779,1.18227,1.19524,2016
2018-05-20,1.19524,1.19959,1.17498,1.17651,2016
2018-05-27,1.17651,1.18296,1.16455,1.16884,2016
2018-06-03,1.16886,1.17283,1.15099,1.16672,2016
2018-06-10,1.1667,1.18398,1.16525,1.17845,2016
2018-06-17,1.17845,1.18516,1.15432,1.1593,2016
2018-06-24,1.1593,1.16749,1.15082,1.166,2016
2018-07-01,1.16603,1.17203,1.15271,1.16786,2016
2018-07-08,1.16778,1.17676,1.15911,1.17517,2016
2018-07-15,1.17514,1.17906,1.16129,1.16783,2016
2018-07-22,1.16783,1.17453,1.15748,1.17403,2016
2018-07-29,1.17404,1.17497,1.16203,1.16591,2016
2018-08-05,1.16591,1.17458,1.15601,1.15615,2016
2018-08-12,1.15615,1.16281,1.13708,1.13946,2016
2018-08-19,1.13948,1.14448,1.13009,1.14378,2016
2018-08-26,1.14379,1.16534,1.13942,1.16451,2016
2018-09-02,1.1645,1.17334,1.15845,1.1598,2016
2018-09-09,1.15979,1.16592,1.15301,1.15607,2016
2018-09-16,1.15605,1.17215,1.1526,1.16234,2016
2018-09-23,1.16234,1.18027,1.1618,1.17485,2016
2018-09-30,1.17483,1.18153,1.15698,1.16052,2016
2018-10-07,1.16052,1.16246,1.14633,1.15238,2016
2018-10-14,1.15238,1.16104,1.14321,1.15504,2016
2018-10-21,1.15505,1.16212,1.14331,1.15105,2016
2018-10-28,1.15106,1.15501,1.13355,1.1398,2016
2018-11-04,1.1398,1.14557,1.1302,1.13976,2016
2018-11-11,1.13975,1.14995,1.13137,1.13237,2016
2018-11-18,1.13239,1.14211,1.12156,1.14136,2016
2018-11-25,1.14135,1.14723,1.13275,1.13374,2016
2018-12-02,1.13374,1.14016,1.12671,1.13421,2016
2018-12-09,1.13422,1.14235,1.13107,1.13995,2016
2018-12-16,1.13996,1.14426,1.12699,1.13041,2016
2018-12-23,1.13043,1.14859,1.13027,1.13723,2016
2018-12-30,1.13723,1.14727,1.13428,1.14389,2016
2019-01-06,1.14389,1.14967,1.13092,1.14102,2016
2019-01-13,1.14102,1.15697,1.14046,1.14597,2016
2019-01-20,1.14598,1.14896,1.13532,1.1365,2016
2019-01-27,1.13651,1.14176,1.12892,1.14127,2016
2019-02-03,1.14127,1.15141,1.139,1.14543,2016
2019-02-10,1.14543,1.14603,1.13148,1.13237,2016
2019-02-17,1.13239,1.13414,1.1234,1.12948,2016
2019-02-24,1.12948,1.13711,1.12755,1.1342,2016
2019-03-03,1.13421,1.14197,1.13367,1.13749,2016
2019-03-10,1.13749,1.1375,1.11764,1.12315,2016
2019-03-17,1.12315,1.13443,1.12217,1.13192,2016
2019-03-24,1.13193,1.1448,1.12732,1.12955,2016
2019-03-31,1.12956,1.13314,1.12098,1.12231,2016
2019-04-07,1.12231,1.12547,1.11836,1.12181,2016
2019-04-14,1.12181,1.13239,1.12148,1.13028,2016
2019-04-21,1.13029,1.13237,1.12261,1.1244,2016
2019-04-28,1.1244,1.1262,1.11111,1.11494,2016
2019-05-05,1.11494,1.12647,1.1135,1.11846,2016
2019-05-12,1.11846,1.12536,1.11666,1.12357,2016
2019-05-19,1.12358,1.12635,1.11551,1.11646,2016
2019-05-26,1.11646,1.12121,1.1107,1.12068,2016
2019-06-02,1.12067,1.12151,1.1116,1.11736,2016
2019-06-09,1.11736,1.13477,1.11601,1.1319,2016
2019-06-16,1.1319,1.13434,1.12024,1.12155,2016
2019-06-23,1.12155,1.13852,1.11813,1.1385,2016
2019-06-30,1.1385,1.14119,1.13442,1.13601,2016
2019-07-07,1.13601,1.1364,1.12073,1.12267,2016
2019-07-14,1.12267,1.12857,1.11933,1.1271,2016
2019-07-21,1.12711,1.12838,1.11997,1.12175,2016
2019-07-28,1.12175,1.12253,1.11013,1.11295,2016
2019-08-04,1.11295,1.1162,1.10268,1.11075,2016
2019-08-11,1.11079,1.12497,1.11064,1.12073,2016
2019-08-18,1.12074,1.12306,1.10662,1.10919,2016
2019-08-25,1.10918,1.11639,1.10516,1.11433,2016
2019-09-01,1.11433,1.11529,1.09632,1.09904,2016
2019-09-08,1.09903,1.10847,1.0926,1.10201,2016
2019-09-15,1.10202,1.11094,1.09268,1.10831,2016
2019-09-22,1.10831,1.10843,1.09901,1.10185,2016
2019-09-29,1.10185,1.10253,1.09046,1.09422,2016
2019-10-06,1.09421,1.09992,1.0879,1.09832,2016
2019-10-13,1.09832,1.10626,1.09409,1.10282,2016
2019-10-20,1.10281,1.11719,1.09912,1.11558,2016
2019-10-27,1.11559,1.11793,1.10729,1.10839,2016
2019-11-03,1.10839,1.11755,1.10735,1.11661,2016
2019-11-10,1.1166,1.11753,1.10167,1.10218,2016
2019-11-17,1.10217,1.10569,1.0989,1.10539,2016
2019-11-24,1.1054,1.10969,1.10143,1.10225,2016
2019-12-01,1.10225,1.10321,1.09811,1.10182,2016
2019-12-08,1.10182,1.11161,1.10029,1.10582,2016
2019-12-15,1.10581,1.11995,1.10533,1.11242,2016
2019-12-22,1.11241,1.11746,1.10662,1.10802,2016
2019-12-29,1.10801,1.11883,1.1069,1.11813,2016
2020-01-05,1.11812,1.12391,1.11249,1.11604,2016
2020-01-12,1.11603,1.12055,1.1085,1.11161,2016
2020-01-19,1.11161,1.11727,1.10862,1.10946,2016
2020-01-26,1.10946,1.11179,1.10195,1.10245,2016
2020-02-02,1.10245,1.10954,1.09923,1.1089,2016
2020-02-09,1.1089,1.1089,1.09419,1.09491,2016
2020-02-16,1.09491,1.09574,1.08271,1.08411,2016
2020-02-23,1.08411,1.08635,1.07778,1.08384,2016
2020-03-01,1.08385,1.10739,1.0805,1.10515,2016
2020-03-08,1.10516,1.13963,1.10362,1.13876,2016
2020-03-15,1.13876,1.14954,1.1055,1.1156,2016
2020-03-22,1.1156,1.12366,1.06357,1.06886,2016
2020-03-29,1.06886,1.11473,1.06577,1.11361,2016
2020-04-05,1.11361,1.11383,1.07727,1.08053,2016
2020-04-12,1.08053,1.09524,1.07683,1.09315,2016
2020-04-19,1.09314,1.09907,1.08119,1.08635,2016
2020-04-26,1.08635,1.08967,1.07271,1.08209,2016
2020-05-03,1.08208,1.10187,1.08097,1.09608,2016
2020-05-10,1.09608,1.09609,1.07665,1.08377,2016
2020-05-17,1.08377,1.08965,1.07748,1.08186,2016
2020-05-24,1.08186,1.10083,1.07999,1.09079,2016
2020-05-31,1.0908,1.11451,1.08706,1.11156,2016
2020-06-07,1.11155,1.13836,1.11004,1.1316,2016
2020-06-14,1.1316,1.14224,1.12125,1.12515,2016
2020-06-21,1.12516,1.13532,1.1168,1.11766,2016
2020-06-28,1.11766,1.13486,1.11737,1.12219,2016
2020-07-05,1.12219,1.13026,1.11848,1.12466,2016
2020-07-12,1.12467,1.13706,1.12467,1.13085,2016
2020-07-19,1.13086,1.1452,1.13008,1.14421,2016
2020-07-26,1.14421,1.1658,1.14023,1.16495,2016
2020-08-02,1.16496,1.19087,1.16494,1.1781,2016
2020-08-09,1.17809,1.1916,1.16959,1.1781,2016
2020-08-16,1.1781,1.18641,1.1711,1.18518,2016
2020-08-23,1.18518,1.19656,1.17541,1.17981,2016
2020-08-30,1.17981,1.19202,1.17623,1.19171,2016
2020-09-06,1.1917,1.20113,1.17809,1.18342,2016
2020-09-13,1.18342,1.19175,1.17527,1.18404,2016
2020-09-20,1.18404,1.19005,1.17373,1.18456,2016
2020-09-27,1.18455,1.18717,1.16121,1.16341,2016
2020-10-04,1.16341,1.17696,1.1615,1.17195,2016
2020-10-11,1.17195,1.1831,1.17176,1.18157,2016
2020-10-18,1.18156,1.18266,1.16884,1.17156,2016
2020-10-25,1.17154,1.18807,1.17031,1.18479,2016
2020-11-01,1.18479,1.18504,1.16386,1.16416,2016
2020-11-08,1.16415,1.1895,1.16026,1.18924,2016
2020-11-15,1.18924,1.19199,1.17454,1.18448,2016
2020-11-22,1.18447,1.18937,1.18141,1.18654,2016
2020-11-29,1.18655,1.19738,1.17997,1.19721,2016
2020-12-06,1.19722,1.21773,1.19236,1.212,2016
2020-12-13,1.21199,1.21662,1.20587,1.21331,2016
2020-12-20,1.21331,1.22726,1.21155,1.22118,2016
2020-12-27,1.22118,1.2257,1.21296,1.22038,2016
2021-01-03,1.22039,1.23101,1.21811,1.225,2016
2021-01-10,1.22499,1.23494,1.21821,1.2187,2016
2021-01-17,1.21869,1.22227,1.2066,1.20662,2016
2021-01-24,1.20661,1.21894,1.20535,1.21668,2016
2021-01-31,1.2167,1.21832,1.20585,1.21227,2016
2021-02-07,1.21225,1.21363,1.19522,1.20483,2016
2021-02-14,1.20484,1.21494,1.20196,1.21204,2016
2021-02-21,1.21206,1.21693,1.20232,1.21247,2016
2021-02-28,1.21246,1.22433,1.20621,1.20903,2016
2021-03-07,1.20905,1.21132,1.18932,1.19263,2016
2021-03-14,1.19262,1.19899,1.18355,1.195,2016
2021-03-21,1.19501,1.19888,1.18708,1.18835,2016
2021-03-28,1.18837,1.19468,1.17617,1.17874,2016
2021-04-04,1.17874,1.17939,1.1704,1.17676,2016
2021-04-11,1.17674,1.19274,1.17379,1.18958,2016
2021-04-18,1.18957,1.19946,1.1871,1.19689,2016
2021-04-25,1.19688,1.20999,1.19424,1.20892,2016
2021-05-02,1.20893,1.21498,1.20165,1.20271,2016
2021-05-09,1.20272,1.21769,1.19859,1.21704,2016
2021-05-16,1.21704,1.21815,1.20514,1.21498,2016
2021-05-23,1.21497,1.22451,1.21259,1.21805,2016
2021-05-30,1.21805,1.22664,1.21325,1.21892,2016
2021-06-06,1.21893,1.22542,1.21039,1.21666,2016
2021-06-13,1.21665,1.22179,1.20925,1.21095,2016
2021-06-20,1.21096,1.21473,1.18472,1.18705,2016
2021-06-27,1.18703,1.19751,1.18476,1.19414,2016
2021-07-04,1.19415,1.19444,1.1807,1.18556,2016
2021-07-11,1.18556,1.18951,1.17815,1.18722,2016
2021-07-18,1.18722,1.18802,1.17717,1.18125,2016
2021-07-25,1.18125,1.18304,1.17518,1.17728,2016
2021-08-01,1.17729,1.19085,1.17632,1.18661,2016
2021-08-08,1.18662,1.18996,1.17422,1.17474,2016
2021-08-15,1.17477,1.18045,1.17059,1.1794,2016
2021-08-22,1.17939,1.18006,1.16638,1.16968,2016
2021-08-29,1.16969,1.18022,1.1695,1.17983,2016
2021-09-05,1.17982,1.1909,1.17827,1.18854,2016
2021-09-12,1.18854,1.18857,1.18019,1.18115,2016
2021-09-19,1.18114,1.18458,1.17232,1.17292,2016
2021-09-26,1.17293,1.17555,1.16834,1.17224,2016
2021-10-03,1.17224,1.1725,1.15624,1.16065,2016
2021-10-10,1.16065,1.164,1.15291,1.15653,2016
2021-10-17,1.15655,1.16242,1.15242,1.15963,2016
2021-10-24,1.15965,1.16693,1.15717,1.16391,2016
2021-10-31,1.16393,1.16921,1.1535,1.15562,2016
2021-11-07,1.15562,1.16164,1.15132,1.15682,2016
2021-11-14,1.15681,1.16087,1.14328,1.14412,2016
2021-11-21,1.1441,1.14638,1.12499,1.12752,2016
2021-11-28,1.12752,1.13301,1.11859,1.12925,2016
2021-12-05,1.12925,1.13828,1.12349,1.1304,2016
2021-12-12,1.1304,1.13547,1.12275,1.13106,2016
2021-12-19,1.13106,1.13603,1.12215,1.12428,2016
2021-12-26,1.12426,1.13433,1.12363,1.13231,2016
2022-01-02,1.13233,1.13863,1.12737,1.13727,2016
2022-01-09,1.13726,1.13755,1.12721,1.13534,2016
2022-01-16,1.13533,1.14827,1.12847,1.14112,2016
2022-01-23,1.14111,1.14344,1.13009,1.13409,2016
2022-01-30,1.1341,1.1341,1.11213,1.11519,2016
2022-02-06,1.11519,1.14837,1.1144,1.14544,2016
2022-02-13,1.14545,1.14948,1.13296,1.13643,2016
2022-02-20,1.13642,1.13957,1.12799,1.13164,2016
2022-02-27,1.1317,1.13905,1.11062,1.118,2016
2022-03-06,1.11801,1.12464,1.08634,1.08736,2016
2022-03-13,1.08734,1.11212,1.08059,1.09316,2016
2022-03-20,1.09317,1.11375,1.09005,1.10424,2016
2022-03-27,1.10423,1.10701,1.09608,1.09812,2016
2022-04-03,1.09814,1.11848,1.09446,1.10454,2016
2022-04-10,1.10458,1.10544,1.08364,1.08841,2016
2022-04-17,1.08842,1.09332,1.07575,1.08139,2016
2022-04-24,1.08138,1.09362,1.0761,1.08093,2016
2022-05-01,1.08093,1.08119,1.0471,1.05349,2016
2022-05-08,1.05347,1.06417,1.04826,1.0532,2016
2022-05-15,1.05319,1.05924,1.03496,1.0398,2016
2022-05-22,1.03984,1.0607,1.03889,1.05689,2016
2022-05-29,1.05688,1.0765,1.05679,1.0729,2016
2022-06-05,1.07291,1.07867,1.06271,1.07252,2016
2022-06-12,1.07254,1.07738,1.04861,1.04907,2016
2022-06-19,1.04907,1.06014,1.0359,1.04898,2016
2022-06-26,1.04897,1.06057,1.04687,1.05665,2016
2022-07-03,1.05665,1.0615,1.03658,1.04322,2016
2022-07-10,1.04322,1.04627,1.0072,1.01672,2016
2022-07-17,1.01674,1.01675,0.99521,1.00972,2016
2022-07-24,1.00972,1.02781,1.00812,1.01991,2016
2022-07-31,1.01992,1.02578,1.00966,1.02102,2016
2022-08-07,1.02102,1.02939,1.01226,1.01719,2016
2022-08-14,1.01718,1.03685,1.0159,1.02534,2016
2022-08-21,1.02533,1.02682,1.00302,1.0036,2016
2022-08-28,1.00361,1.00898,0.99002,0.99359,2016
2022-09-04,0.99362,1.0079,0.9903,0.99077,2016
2022-09-11,0.99075,1.01131,0.98638,1.00702,2016
2022-09-18,1.00703,1.01977,0.99448,1.0022,2016
2022-09-25,1.00219,1.00504,0.96666,0.96855,2016
2022-10-02,0.96854,0.98537,0.95357,0.97932,2016
2022-10-09,0.97931,0.99995,0.97259,0.97342,2016
2022-10-16,0.97343,0.98086,0.96315,0.97395,2016
2022-10-23,0.97395,0.9899,0.97048,0.98595,2016
2022-10-30,0.98594,1.00934,0.98067,0.99543,2016
2022-11-06,0.99543,0.99757,0.97299,0.99281,2016
2022-11-13,0.99282,1.0364,0.99175,1.03266,2016
2022-11-20,1.03266,1.04808,1.02713,1.03304,2016
2022-11-27,1.03304,1.04484,1.02227,1.03666,2016
2022-12-04,1.03667,1.05448,1.029,1.05433,2016
2022-12-11,1.05437,1.05948,1.04431,1.05209,2016
2022-12-18,1.05209,1.07361,1.05057,1.05842,2016
2022-12-25,1.05842,1.06593,1.0573,1.06191,2016
2023-01-01,1.06196,1.07131,1.05979,1.07005,2016
2023-01-08,1.07007,1.07087,1.04823,1.06627,2016
2023-01-15,1.06628,1.08679,1.06513,1.08225,2016
2023-01-22,1.08224,1.08873,1.07661,1.08643,2016
2023-01-29,1.08639,1.09293,1.08349,1.08717,2016
2023-02-05,1.08718,1.10327,1.07817,1.07891,2016
2023-02-12,1.0789,1.07987,1.06661,1.06771,2016
2023-02-19,1.06771,1.08044,1.06126,1.06838,2016
2023-02-26,1.0684,1.07044,1.05359,1.05533,2016
2023-03-05,1.05533,1.06913,1.05328,1.06254,2016
2023-03-12,1.06255,1.0703,1.05241,1.0681,2016
2023-03-19,1.06811,1.07597,1.05158,1.06804,2016
2023-03-26,1.06806,1.09296,1.06311,1.07776,2016
2023-04-02,1.07775,1.09262,1.07449,1.08023,2016
2023-04-09,1.08024,1.09733,1.07882,1.09129,2016
2023-04-16,1.09132,1.10758,1.08313,1.09843,2016
2023-04-23,1.09844,1.09997,1.09091,1.09916,2016
2023-04-30,1.09916,1.10952,1.09624,1.10105,2016
2023-05-07,1.10106,1.10917,1.09422,1.10181,2016
2023-05-14,1.10182,1.10535,1.08453,1.08527,2016
2023-05-21,1.08526,1.09046,1.076,1.08218,2016
2023-05-28,1.08219,1.08313,1.07018,1.07214,2016
2023-06-04,1.07214,1.07789,1.06352,1.06967,2016
2023-06-11,1.0697,1.07869,1.06669,1.07499,2016
2023-06-18,1.07499,1.09704,1.0733,1.09397,2016
2023-06-25,1.09398,1.10122,1.08443,1.09062,2016
2023-07-02,1.09064,1.09766,1.08352,1.09075,2016
2023-07-09,1.09075,1.09731,1.08337,1.09669,2016
2023-07-16,1.0967,1.12448,1.09434,1.12273,2016
2023-07-23,1.12271,1.12756,1.11079,1.11243,2016
2023-07-30,1.11244,1.11496,1.09435,1.10238,2016
2023-08-06,1.10239,1.10458,1.09122,1.10024,2016
2023-08-13,1.10024,1.1065,1.0929,1.09432,2016
2023-08-20,1.09431,1.096,1.0845,1.08749,2016
2023-08-27,1.08747,1.09303,1.07658,1.07968,2016
2023-09-03,1.07969,1.09454,1.07716,1.07756,2016
2023-09-10,1.07758,1.08087,1.06861,1.07162,2016
2023-09-17,1.07165,1.07692,1.06318,1.06679,2016
2023-09-24,1.0668,1.07368,1.0615,1.06482,2016
2023-10-01,1.06482,1.06555,1.0488,1.0564,2016
2023-10-08,1.05641,1.05999,1.04483,1.05661,2016
2023-10-15,1.05662,1.06397,1.04954,1.0522,2016
2023-10-22,1.05221,1.06163,1.05156,1.05896,2016
2023-10-29,1.05893,1.06942,1.05221,1.05618,2016
2023-11-05,1.05618,1.07467,1.05167,1.07313,2016
2023-11-12,1.07316,1.07562,1.0656,1.06905,2016
2023-11-19,1.06902,1.09148,1.0665,1.09055,2016
2023-11-26,1.09054,1.09651,1.08522,1.09396,2016
2023-12-03,1.09397,1.10171,1.08287,1.08857,2016
